,Date,Team,Acquired,Relinquished,Notes
20059,2017-04-02,Spurs,,LaMarcus Aldridge,sprained left/right thumb (DTD)
20060,2017-04-02,Warriors,Patrick McCaw,,returned to lineup
20061,2017-04-03,Rockets,,Sam Dekker,fractured left hand (out indefinitely)
20062,2017-04-04,76ers,,Sergio Rodriguez,strained left hamstring (out for season)
20063,2017-04-04,Grizzlies,JaMychal Green,,returned to lineup
20064,2017-04-04,Grizzlies,Marc Gasol,,returned to lineup
20065,2017-04-04,Jazz,,Rodney Hood,sore right knee (DTD)
20066,2017-04-04,Kings,,Anthony Tolliver,strained right hip / lower back (DTD)
20067,2017-04-04,Kings,,Arron Afflalo,strained lower back / hip (DTD)
20068,2017-04-04,Kings,,Darren Collison,rest (DTD)
20069,2017-04-04,Kings,,Kosta Koufos,rest (DTD)
20070,2017-04-04,Kings,,Ty Lawson,rest (DTD)
20071,2017-04-04,Mavericks,,Dirk Nowitzki,sore right Achilles (DTD)
20072,2017-04-04,Mavericks,,Wesley Matthews,rest (DTD)
20073,2017-04-04,Spurs,LaMarcus Aldridge,,returned to lineup
20074,2017-04-04,Warriors,Kevon Looney,,returned to lineup
20075,2017-04-04,Blazers,,Jusuf Nurkic,fractured fibula in right leg (DTD)
20076,2017-04-05,Grizzlies,,Mike Conley Jr.,eye injury (DTD)
20077,2017-04-05,Heat,,Luke Babbitt,strained right hip flexor (out for season)
20078,2017-04-05,Knicks,,Derrick Rose,surgery on left knee to repair torn meniscus (out for season)
20079,2017-04-05,Mavericks,Dirk Nowitzki,,returned to lineup
20080,2017-04-05,Mavericks,Wesley Matthews,,returned to lineup
20081,2017-04-05,Nuggets,Jameer Nelson,,returned to lineup
20082,2017-04-05,Spurs,,Emanuel Ginobili,bruised right quadriceps (DTD)
20083,2017-04-05,Warriors,,Andre Iguodala,rest (DTD)
20084,2017-04-05,Warriors,,Draymond Green,rest (DTD)
20085,2017-04-06,Nuggets,,Jameer Nelson,strained right calf (out for season)
20086,2017-04-06,Pacers,Al Jefferson,,returned to lineup
20087,2017-04-06,Pelicans,,DeMarcus Cousins,tendinitis in right Achilles (out for season)
20088,2017-04-06,Knicks,,Kristaps Porzingis,sore lower back (out for season)
20089,2017-04-07,Hawks,,Dennis Schroder,rest / foot injury (DTD)
20090,2017-04-07,Hawks,,Dwight Howard,rest (DTD)
20091,2017-04-07,Hawks,,Kent Bazemore,bone bruise in right knee (DTD)
20092,2017-04-07,Jazz,Rodney Hood,,returned to lineup
20093,2017-04-07,Kings,,Garrett Temple,rest (DTD)
20094,2017-04-07,Kings,,Kosta Koufos,rest (DTD)
20095,2017-04-07,Kings,Anthony Tolliver,,returned to lineup
20096,2017-04-07,Kings,Arron Afflalo,,returned to lineup
20097,2017-04-07,Kings,Darren Collison,,returned to lineup
20098,2017-04-07,Knicks,,Carmelo Anthony,sore left knee (DTD)
20099,2017-04-07,Spurs,,William) Tony Parker,rest (DTD)
20100,2017-04-07,Spurs,,Emanuel Ginobili,rest (DTD)
20101,2017-04-07,Spurs,,Kawhi Leonard,rest (DTD)
20102,2017-04-07,Spurs,,LaMarcus Aldridge,rest (DTD)
20103,2017-04-07,Spurs,,Pau Gasol,rest (DTD)
20104,2017-04-07,Thunder,,Andre Roberson,sore left knee (DTD)
20105,2017-04-08,Blazers,,Allen Crabbe,sore left foot (DTD)
20106,2017-04-08,Celtics,,James Young,illness (DTD)
20107,2017-04-08,Hornets,,Marco Belinelli,strained left index finger (out for season)
20108,2017-04-08,Pacers,,Al Jefferson,sprained left ankle (out for season)
20109,2017-04-08,Pelicans,,Anthony Davis,sore left knee (out for season)
20110,2017-04-08,Pelicans,,E'Twaun Moore,sprained left ankle (out for season)
20111,2017-04-08,Spurs,William) Tony Parker,,returned to lineup
20112,2017-04-08,Spurs,Emanuel Ginobili,,returned to lineup
20113,2017-04-08,Spurs,Kawhi Leonard,,returned to lineup
20114,2017-04-08,Spurs,LaMarcus Aldridge,,returned to lineup
20115,2017-04-08,Spurs,Pau Gasol,,returned to lineup
20116,2017-04-08,Warriors,,Stephen Curry,bruised left knee (DTD)
20117,2017-04-09,Hawks,,Kris Humphries,neck spasms (DTD)
20118,2017-04-09,Hawks,Dennis Schroder,,returned to lineup
20119,2017-04-09,Jazz,,Derrick Favors,sore left knee (DTD)
20120,2017-04-09,Jazz,,Raulzinho Neto,sprained left ankle (DTD)
20121,2017-04-09,Jazz,,Rodney Hood,sore right knee (DTD)
20122,2017-04-09,Kings,Garrett Temple,,returned to lineup
20123,2017-04-09,Kings,Ty Lawson,,returned to lineup
20124,2017-04-09,Mavericks,,Harrison Barnes,rest (out for season)
20125,2017-04-09,Mavericks,,Jose Juan Barea,rest (DTD)
20126,2017-04-09,Nets,,Quincy Acy,sore left ankle (out for season)
20127,2017-04-09,Rockets,,Eric Gordon,rest (DTD)
20128,2017-04-09,Rockets,,Nene,rest / finger injury (DTD)
20129,2017-04-09,Thunder,,Doug McDermott,sore left knee (DTD)
20130,2017-04-09,Thunder,Andre Roberson,,returned to lineup
20131,2017-04-09,Warriors,,Matt Barnes,"sprained right ankle, foot (DTD)"
20132,2017-04-10,Blazers,,C.J. McCollum,strained right hand (DTD)
20133,2017-04-10,Blazers,,Damian Lillard,rest / right foot injury (DTD)
20134,2017-04-10,Cavaliers,,Kyrie Irving,rest (DTD)
20135,2017-04-10,Cavaliers,,LeBron James,rest (DTD)
20136,2017-04-10,Celtics,James Young,,returned to lineup
20137,2017-04-10,Hornets,,Kemba Walker,sore left knee (out for season)
20138,2017-04-10,Jazz,,Gordon Hayward,bruised left quadricep (DTD)
20139,2017-04-10,Nuggets,,Emmanuel Mudiay,sore/sprained right ankle (out for season)
20140,2017-04-10,Rockets,,Patrick Beverley,shoulder injury (DTD)
20141,2017-04-10,Warriors,,Kevon Looney,strained left hip (out for season)
20142,2017-04-10,Warriors,,Klay Thompson,rest (DTD)
20143,2017-04-10,Warriors,,Matt Barnes,"sprained right ankle, foot (DTD)"
20144,2017-04-10,Warriors,Stephen Curry,,returned to lineup
20145,2017-04-10,Wizards,,John Wall,rest / quadriceps injury (DTD)
20146,2017-04-10,Heat,,Josh McRoberts,stress fracture in left foot (out for season)
20147,2017-04-11,Hawks,Kris Humphries,,returned to lineup
20148,2017-04-11,Kings,,Arron Afflalo,DNP
20149,2017-04-11,Kings,,Kosta Koufos,DNP
20150,2017-04-11,Kings,,Tyreke Evans,DNP
20151,2017-04-11,Mavericks,,Wesley Matthews,rest (out for season)
20152,2017-04-11,Mavericks,Jose Juan Barea,,returned to lineup
20153,2017-04-11,Nuggets,,Will Barton,rest (DTD)
20154,2017-04-11,Nuggets,Darrell Arthur,,returned to lineup
20155,2017-04-11,Suns,,Devin Booker,DNP
20156,2017-04-11,Thunder,,Russell Westbrook,rest (DTD)
20157,2017-04-11,Thunder,,Taj Gibson,rest (DTD)
20158,2017-04-11,Nuggets,,Kenneth Faried,lower back injury (out for season)
20159,2017-04-12,76ers,,Dario Saric,sore left heel (out for season)
20160,2017-04-12,Blazers,,Al-Farouq Aminu,rest (DTD)
20161,2017-04-12,Blazers,,C.J. McCollum,rest (DTD)
20162,2017-04-12,Blazers,,Damian Lillard,rest (DTD)
20163,2017-04-12,Bucks,,Giannis Antetokounmpo,rest (DTD)
20164,2017-04-12,Bucks,,Matthew Dellavedova,rest (DTD)
20165,2017-04-12,Bucks,,Tony Snell,rest (DTD)
20166,2017-04-12,Cavaliers,,Kevin Love,rest (DTD)
20167,2017-04-12,Hawks,,Dennis Schroder,rest (DTD)
20168,2017-04-12,Hawks,,Dwight Howard,rest (DTD)
20169,2017-04-12,Hawks,,Tim Hardaway Jr.,rest (DTD)
20170,2017-04-12,Jazz,Gordon Hayward,,returned to lineup
20171,2017-04-12,Jazz,Rodney Hood,,returned to lineup
20172,2017-04-12,Kings,,Kosta Koufos,rest (DTD)
20173,2017-04-12,Kings,,Ty Lawson,rest (out for season)
20174,2017-04-12,Kings,,Tyreke Evans,rest / toe injury (out for season)
20175,2017-04-12,Kings,Arron Afflalo,,returned to lineup
20176,2017-04-12,Knicks,Carmelo Anthony,,returned to lineup
20177,2017-04-12,Mavericks,,Dirk Nowitzki,rest (out for season)
20178,2017-04-12,Nets,,Brook Lopez,rest (DTD)
20179,2017-04-12,Nets,,Jeremy Lin,rest (out for season)
20180,2017-04-12,Nets,,Trevor Booker,rest (out for season)
20181,2017-04-12,Nuggets,,Gary Harris,sore right knee (out for season)
20182,2017-04-12,Nuggets,,Will Barton,DNP
20183,2017-04-12,Nuggets,,Wilson Chandler,DNP
20184,2017-04-12,Rockets,Nene,,returned to lineup
20185,2017-04-12,Rockets,Patrick Beverley,,returned to lineup
20186,2017-04-12,Timberwolves,,Ricky Rubio,DNP (out for season)
20187,2017-04-12,Warriors,Klay Thompson,,returned to lineup
20188,2017-04-12,Wizards,,Markieff Morris,rest (DTD)
20189,2017-04-12,Kings,,Darren Collison,rest (out for season)
20190,2017-04-12,Pistons,,Beno Udrih,knee injury (out for season)
20191,2017-04-12,Wizards,,John Wall,rest (DTD)
20192,2017-04-13,Grizzlies,,Tony Allen,strained right calf (out for season)
20193,2017-04-14,Wizards,,Sheldon McClellan,strained calf (DTD)
20194,2017-04-15,Bucks,,Matthew Dellavedova,returned to lineup
20195,2017-04-15,Bucks,Giannis Antetokounmpo,,returned to lineup
20196,2017-04-15,Bucks,Tony Snell,,returned to lineup
20197,2017-04-15,Cavaliers,Kevin Love,,returned to lineup
20198,2017-04-15,Cavaliers,Kyrie Irving,,returned to lineup
20199,2017-04-16,Blazers,,Tim Quarterman,concussion (DTD)
20200,2017-04-16,Blazers,Al-Farouq Aminu,,returned to lineup
20201,2017-04-16,Blazers,Allen Crabbe,,returned to lineup
20202,2017-04-16,Blazers,C.J. McCollum,,returned to lineup
20203,2017-04-16,Blazers,Damian Lillard,,returned to lineup
20204,2017-04-16,Hawks,Dennis Schroder,,returned to lineup
20205,2017-04-16,Wizards,John Wall,,returned to lineup
20206,2017-04-16,Wizards,Markieff Morris,,returned to lineup
20207,2017-04-16,Wizards,Sheldon McClellan,,returned to lineup
20208,2017-04-17,Jazz,,Rudy Gobert,hyperextended left knee (DTD)
20209,2017-04-19,Blazers,Tim Quarterman,,returned to lineup
20210,2017-04-19,Warriors,,Kevin Durant,strained left calf (DTD)
20211,2017-04-19,Warriors,,Shaun Livingston,sprained right index finger (DTD)
20212,2017-04-22,Clippers,,Blake Griffin,right big toe injury (out for season)
20213,2017-04-22,Lakers,,Timofey Mozgov,sore ankle (DTD)
20214,2017-04-22,Warriors,,Steve Kerr,head coach illness (DTD)
20215,2017-04-23,Jazz,,Gordon Hayward,food poisoning (DTD)
20216,2017-04-24,Blazers,,Jusuf Nurkic,fractured fibula in right leg (out for season)
20217,2017-04-24,Jazz,Gordon Hayward,,returned to lineup
20218,2017-04-24,Warriors,,Steve Kerr,head coach illness (DTD)
20219,2017-04-24,Warriors,Kevin Durant,,returned to lineup
20220,2017-04-27,Knicks,,Joakim Noah,surgery on right shoulder to repair torn rotator cuff (out indefinitely)
20221,2017-04-27,Nuggets,,Jamal Murray,surgery to repair core muscle related injuries (out indefinitely)
20222,2017-05-01,Clippers,,Blake Griffin,surgery on right big toe (out for season)
20223,2017-05-02,Warriors,,Steve Kerr,head coach illness (DTD)
20224,2017-05-02,Warriors,Shaun Livingston,,returned to lineup
20225,2017-05-03,Lakers,,Luol Deng,surgery on right pectoral muscle (out indefinitely)
20226,2017-05-04,Spurs,,William) Tony Parker,ruptured quadriceps tendon in left leg (out for season)
20227,2017-05-04,Warriors,,Steve Kerr,head coach illness (DTD)
20228,2017-05-05,Raptors,,Kyle Lowry,sprained left ankle (DTD)
20229,2017-05-06,Warriors,,Steve Kerr,head coach illness (DTD)
20230,2017-05-08,Rockets,,Nene,torn left adductor muscle (out for season)
20231,2017-05-13,Cavaliers,,Walter Tavares,fractured right hand (out for season)
20232,2017-05-14,Warriors,,Andre Iguodala,sore left knee (DTD)
20233,2017-05-14,Spurs,,Kawhi Leonard,sprained left ankle (DTD)
20234,2017-05-17,Bulls,,Denzel Valentine,arthroscopic surgery on left ankle (out indefinitely)
20235,2017-05-17,Hornets,,Kemba Walker,arthroscopic surgery on left knee (out indefinitely)
20236,2017-05-17,Warriors,,Zaur Pachulia,bruised right heel
20237,2017-05-20,Celtics,,Isaiah Thomas,hip injury (out for season)
20238,2017-05-21,Spurs,,David Lee,torn patellar tendon in left knee (out for season)
20239,2017-05-22,Spurs,,Kawhi Leonard,sprained left ankle (out for season)
20240,2017-05-23,Celtics,,Amir Johnson,sprained right shoulder (out for season)
20241,2017-05-24,Clippers,,Luc Richard Mbah a Moute,player declined contract option
20242,2017-06-28,Suns,,Jared Dudley,surgery to repair ligament and bone (out indefinitely)
20243,2017-07-04,Timberwolves,,Justin Patton,surgery on left foot to repair fracture (out indefinitely)
20244,2017-07-25,Suns,,Brandon Knight,torn ACL in left knee (out for season)
20245,2017-07-30,Clippers,,Danilo Gallinari,fractured bone in right hand (out indefinitely)
20246,2017-08-08,Grizzlies,,Ben McLemore,surgery on right foot to repair fracture (out indefinitely)
20247,2017-08-10,Thunder,,Patrick Patterson,arthroscopic surgery on his left knee (out indefinitely)
20248,2017-08-28,Pelicans,,Solomon Hill,surgery to repair torn left hamstring (out indefinitely)
20249,2017-09-01,Pelicans,,Frank Jackson,fractured right foot (out for season)
20250,2017-09-06,Bulls,,Cameron Payne,surgery to repair fractured right foot (out indefinitely)
20251,2017-09-13,Hawks,,DeAndre' Bembry,strained right triceps (out indefinitely)
20252,2017-09-18,Raptors,,Ogugua Anunoby,torn ACL in knee (out indefinitely)
20253,2017-09-22,Wizards,,Markieff Morris,surgery to repair sports hernia (out indefinitely)
20254,2017-09-25,Suns,,Alan Williams,surgery on right knee to repair torn meniscus (out indefinitely)
20255,2017-09-26,Cavaliers,,Isaiah Thomas,right hip impingement (DTD)
20256,2017-09-30,Pacers,,Glenn Robinson III,high ankle sprain (DTD)
20257,2017-09-30,Spurs,,Kawhi Leonard,sore right quadriceps (out indefinitely)
20258,2017-10-05,Blazers,,Noah Vonleh,strained right shoulder (DTD)
20259,2017-10-05,Hornets,,Nicolas Batum,torn ligament in left elbow (out indefinitely)
20260,2017-10-06,Kings,,Harry Giles,recovering from surgery / rehab of knees
20261,2017-10-07,Bulls,,Kris Dunn,dislocated left index finger (out indefinitely)
20262,2017-10-07,Jazz,,Dante Exum,separated left shoulder (out indefinitely)
20263,2017-10-07,Mavericks,,Seth Curry,stress reaction in tibia in left leg (out for season)
20264,2017-10-08,76ers,,Richaun Holmes,fractured wrist (out indefinitely)
20265,2017-10-09,Pelicans,,Rajon Rondo,surgery to repair sports hernia (out indefinitely)
20266,2017-10-09,Wizards,,Sheldon McClellan,torn Achilles tendon (out for season)
20267,2017-10-10,Wizards,,Sheldon McClellan,surgery to repair torn left Achilles tendon (out indefinitely)
20268,2017-10-11,Hawks,,Miles Plumlee,strained right quadriceps (DTD)
20269,2017-10-11,Hornets,,Michael Carter-Williams,sore knees (DTD)
20270,2017-10-12,Heat,,Rodney McGruder,surgery on lower left leg to repair stress fracture (out indefinitely) (date approximate)
20271,2017-10-12,Pelicans,,Omer Asik,illness (DTD)
20272,2017-10-12,Suns,,Davon Reed,surgery on left knee to repair torn meniscus (out indefinitely)
20273,2017-10-14,Pacers,,Glenn Robinson III,surgery on left ankle (out indefinitely)
20274,2017-10-16,Jazz,,Dante Exum,surgery to repair separated left shoulder (out indefinitely)
20275,2017-10-17,Bulls,,Nikola Mirotic,fractured bones in face (out indefinitely)
20276,2017-10-17,Celtics,,Gordon Hayward,fractured tibia in left leg and dislocated left ankle (out for season)
20277,2017-10-17,Kings,,Bogdan Bogdanovic,sprained right ankle (DTD)
20278,2017-10-18,76ers,,Jahlil Okafor,illness (DTD)
20279,2017-10-18,Blazers,,Zach Collins,illness (DTD)
20280,2017-10-18,Bucks,,Jabari Parker,placed on IL recovering from surgery on left knee to repair torn ACL
20281,2017-10-18,Celtics,,Gordon Hayward,surgery on left ankle/leg to repair fractured tibia and dislocated ankle (out for season)
20282,2017-10-18,Nets,,Jeremy Lin,ruptured patella tendon in right knee (out for season)
20283,2017-10-18,Pacers,,Ike Anigbogu,knee injury (DTD)
20284,2017-10-18,Rockets,,Chris Paul,bruised left knee (DTD)
20285,2017-10-19,Grizzlies,,JaMychal Green,sprained left ankle (DTD)
20286,2017-10-19,Pacers,,Myles Turner,sore neck (DTD)
20287,2017-10-20,Blazers,Zach Collins,,returned to lineup
20288,2017-10-20,Cavaliers,,Derrick Rose,sprained left ankle (DTD)
20289,2017-10-20,Heat,,Hassan Whiteside,bruised left knee (DTD)
20290,2017-10-20,Hornets,,Michael Carter-Williams,sore knee (DTD)
20291,2017-10-20,Pacers,Ike Anigbogu,,returned to lineup
20292,2017-10-21,76ers,Jahlil Okafor,,returned to lineup
20293,2017-10-21,Raptors,,Jonas Valanciunas,sore/sprained left ankle (DTD)
20294,2017-10-22,Clippers,,Milos Teodosic,plantar fascia in left foot (out indefinitely)
20295,2017-10-23,Bucks,,Malcolm Brogdon,sprained left ankle (DTD)
20296,2017-10-23,Hawks,,Ersan Ilyasova,strained left knee (DTD)
20297,2017-10-24,Blazers,,C.J. Wilcox,right knee injury (out indefinitely)
20298,2017-10-24,Hawks,,DeAndre' Bembry,surgery on right wrist to repair fracture
20299,2017-10-24,Rockets,,Trevor Ariza,sprained left foot (DTD)
20300,2017-10-24,Spurs,,Joffrey Lauvergne,sprained right ankle (DTD)
20301,2017-10-24,Timberwolves,,Jimmy Butler,upper respiratory illness (DTD)
20302,2017-10-25,76ers,,Markelle Fultz,sore right shoulder (DTD)
20303,2017-10-25,Blazers,,Meyers Leonard,sore/sprained right ankle (DTD)
20304,2017-10-25,Cavaliers,,Dwyane Wade,bruised left knee (DTD)
20305,2017-10-25,Grizzlies,,Chandler Parsons,rest (DTD)
20306,2017-10-25,Raptors,,Lucas Nogueira,sprained left ankle (DTD)
20307,2017-10-26,Bucks,Malcolm Brogdon,,returned to lineup
20308,2017-10-26,Bulls,,Paul Zipser,bruised right knee (DTD)
20309,2017-10-26,Mavericks,,Dorian Finney-Smith,left knee tendinitis (DTD)
20310,2017-10-26,Pelicans,,Anthony Davis,left knee tendinitis (DTD)
20311,2017-10-27,Hawks,Ersan Ilyasova,,returned to lineup
20312,2017-10-27,Hornets,,Treveon Graham,bruised right quadriceps (DTD)
20313,2017-10-27,Spurs,,Joffrey Lauvergne,sprained right ankle (DTD)
20314,2017-10-28,76ers,,J.J. Redick,tightness in lower back (DTD)
20315,2017-10-28,Bulls,Paul Zipser,,returned to lineup
20316,2017-10-28,Cavaliers,Dwyane Wade,,returned to lineup
20317,2017-10-28,Nets,,Quincy Acy,strained left groin (DTD)
20318,2017-10-28,Pelicans,Anthony Davis,,returned to lineup
20319,2017-10-29,Cavaliers,,Iman Shumpert,sore right knee (DTD)
20320,2017-10-29,Hornets,,Frank Kaminsky,illness (DTD)
20321,2017-10-29,Hornets,Cody Zeller,,returned to lineup
20322,2017-10-29,Hornets,Treveon Graham,,returned to lineup
20323,2017-10-30,Hornets,Frank Kaminsky,,returned to lineup
20324,2017-10-30,Raptors,,Serge Ibaka,swollen left / right knee (DTD)
20325,2017-10-30,Raptors,Lucas Nogueira,,returned to lineup
20326,2017-10-30,Spurs,,Emanuel Ginobili,rest (DTD)
20327,2017-10-31,Jazz,,Joe Johnson,sore right wrist (DTD)
20328,2017-10-31,Nets,,Jarrett Allen,strained left foot (DTD)
20329,2017-11-01,Grizzlies,,Mike Conley Jr.,sore left Achilles (DTD)
20330,2017-11-01,Heat,,James Johnson,tendinitis in right knee (DTD)
20331,2017-11-01,Pistons,,Jon Leuer,sprained left ankle (DTD)
20332,2017-11-01,Raptors,Serge Ibaka,,returned to lineup
20333,2017-11-02,Cavaliers,,Tristan Thompson,strained left calf (out indefinitely)
20334,2017-11-02,Lakers,,Andrew Bogut,tightness in back (DTD)
20335,2017-11-02,Magic,,D.J. Augustine,strained left hamstring (DTD)
20336,2017-11-02,Spurs,Emanuel Ginobili,,returned to lineup
20337,2017-11-03,Hawks,,Malcolm Delaney,sprained right ankle (DTD)
20338,2017-11-03,Heat,James Johnson,,returned to lineup
20339,2017-11-03,Lakers,,Larry Nance Jr.,surgery on left hand/thumb to repair fracture (out indefinitley)
20340,2017-11-03,Nets,,Trevor Booker,sore lower back (DTD)
20341,2017-11-04,Bulls,,David Nwaba,sprained right ankle (DTD)
20342,2017-11-04,Grizzlies,Mike Conley Jr.,,returned to lineup
20343,2017-11-04,Hawks,,Mike Muscala,sprained left ankle (DTD)
20344,2017-11-04,Pacers,,T.J. Leaf,sprained left ankle (DTD)
20345,2017-11-04,Grizzlies,,Wayne Selden Jr.,right quadricep injury (DTD)
20346,2017-11-06,76ers,,Jerryd Bayless,bruised left wrist (DTD)
20347,2017-11-06,Clippers,,Danilo Gallinari,strained left gluteus muscle (DTD)
20348,2017-11-06,Hawks,Malcolm Delaney,,returned to lineup
20349,2017-11-07,Grizzlies,,Wayne Selden Jr.,right thigh injury (DTD)
20350,2017-11-07,Nets,,Rondae Hollis-Jefferson,bruised right hip (DTD)
20351,2017-11-08,Suns,,Tyson Chandler,back spasms (DTD)
20352,2017-11-09,Blazers,,C.J. Wilcox,surgery on right knee (date approximate)
20353,2017-11-09,Clippers,,Patrick Beverley,sore right knee (DTD)
20354,2017-11-09,Rockets,,Luc Richard Mbah a Moute,knee injury (DTD)
20355,2017-11-10,76ers,,Nik Stauskas,sprained right ankle (DTD)
20356,2017-11-10,Hornets,,Treveon Graham,bruised right quadriceps (DTD)
20357,2017-11-10,Nets,,Trevor Booker,sore lower back (DTD)
20358,2017-11-10,Nets,Rondae Hollis-Jefferson,,returned to lineup
20359,2017-11-11,Jazz,,Rudy Gobert,bruised tibia in right leg (DTD)
20360,2017-11-11,Magic,,Elfrid Payton,sore left hamstring (DTD)
20361,2017-11-11,Pelicans,,Tony Allen,left knee inflammation (DTD)
20362,2017-11-11,Rockets,Luc Richard Mbah a Moute,,returned to lineup
20363,2017-11-11,Spurs,,Emanuel Ginobili,rest (DTD)
20364,2017-11-11,Timberwolves,,Cole Aldrich,sprained left ankle (DTD)
20365,2017-11-11,Timberwolves,,Gorgui Dieng,sprained right index finger (DTD)
20366,2017-11-11,Grizzlies,Wayne Selden Jr.,,returned to lineup
20367,2017-11-12,Magic,,Jonathan Isaac,sprained right ankle (DTD)
20368,2017-11-12,Nets,,D'Angelo Russell,bruised left knee (DTD)
20369,2017-11-12,Rockets,,Nene,sore ankle (DTD)
20370,2017-11-12,Thunder,,Carmelo Anthony,sore lower back (DTD)
20371,2017-11-13,Magic,,Jonathan Isaac,sprained right ankle (DTD)
20372,2017-11-13,Knicks,,Ron Baker,shoulder injury (DTD)
20373,2017-11-14,Heat,,Okaro White,fractured left foot (out indefinitely)
20374,2017-11-14,Rockets,,Nene,sprained right foot (DTD)
20375,2017-11-14,Spurs,Emanuel Ginobili,,returned to lineup
20376,2017-11-15,Bucks,,Matthew Dellavedova,left knee tendinitis (DTD)
20377,2017-11-15,Magic,,Jonathan Isaac,sprained right ankle (DTD)
20378,2017-11-15,Thunder,Carmelo Anthony,,returned to lineup
20379,2017-11-15,Timberwolves,Cole Aldrich,,returned to lineup
20380,2017-11-16,Raptors,,Delon Wright,dislocated right shoulder (out indefinitely)
20381,2017-11-16,Rockets,Nene,,returned to lineup
20382,2017-11-17,76ers,,Justin Anderson,shin splints in left leg (DTD)
20383,2017-11-17,Blazers,Meyers Leonard,,returned to lineup
20384,2017-11-17,Grizzlies,,Wayne Selden Jr.,right quadricep injury (DTD)
20385,2017-11-17,Jazz,,Ricky Rubio,sore right Achilles (DTD)
20386,2017-11-17,Nets,,D'Angelo Russell,arthroscopic surgery on left knee (out indefinitely)
20387,2017-11-17,Timberwolves,Gorgui Dieng,,returned to lineup
20388,2017-11-17,Grizzlies,,Ivan Rabb,concussion (DTD)
20389,2017-11-18,Cavaliers,,Iman Shumpert,left knee injury (DTD)
20390,2017-11-18,Jazz,Ricky Rubio,,returned to lineup
20391,2017-11-18,Hawks,,Mike Muscala,sprained left ankle (DTD)
20392,2017-11-19,Grizzlies,,Brandan Wright,right groin injury (DTD)
20393,2017-11-19,Nuggets,,Paul Millsap,sore left wrist (DTD)
20394,2017-11-19,Warriors,,Kevin Durant,sprained left ankle (DTD)
20395,2017-11-19,Wizards,,John Wall,sore left knee / left knee inflammation (DTD)
20396,2017-11-20,76ers,,Richaun Holmes,illness (DTD)
20397,2017-11-20,76ers,Jerryd Bayless,,returned to lineup
20398,2017-11-20,Clippers,Patrick Beverley,,returned to lineup
20399,2017-11-20,Pelicans,Tony Allen,,returned to lineup
20400,2017-11-20,Wizards,John Wall,,returned to lineup
20401,2017-11-21,Bucks,,John Henson,eye injury (DTD)
20402,2017-11-21,Bucks,,Mirza Teletovic,arthroscopic surgery on left knee to repair torn cartilage (out indefinitely)
20403,2017-11-21,Hawks,,Luke Babbitt,lower back spasms (DTD)
20404,2017-11-22,76ers,Richaun Holmes,,returned to lineup
20405,2017-11-22,Bucks,,Giannis Antetokounmpo,sore right knee (DTD)
20406,2017-11-22,Nets,,Trevor Booker,sprained left ankle (DTD)
20407,2017-11-22,Rockets,,Eric Gordon,tightness in right calf (DTD)
20408,2017-11-22,Clippers,,Patrick Beverley,arthroscopic surgery on right knee to repair lateral meniscus (out for season)
20409,2017-11-24,76ers,,Ben Simmons,left elbow injury (DTD)
20410,2017-11-24,Celtics,,Shane Larkin,undisclosed injury (DTD)
20411,2017-11-24,Hornets,,Nicolas Batum,ulnar nerve contusion (DTD)
20412,2017-11-24,Nets,Trevor Booker,,returned to lineup
20413,2017-11-24,Timberwolves,,Jeff Teague,sore right Achilles (DTD)
20414,2017-11-24,Grizzlies,Ivan Rabb,,returned to lineup
20415,2017-11-25,Bucks,Giannis Antetokounmpo,,returned to lineup
20416,2017-11-25,Celtics,Shane Larkin,,returned to lineup
20417,2017-11-25,Hornets,Nicolas Batum,,returned to lineup
20418,2017-11-25,Knicks,,Kristaps Porzingis,tightness in lower back (DTD)
20419,2017-11-25,Knicks,Ron Baker,,returned to lineup
20420,2017-11-25,Rockets,Eric Gordon,,returned to lineup
20421,2017-11-26,Nets,,Allen Crabbe,sore lower back (DTD)
20422,2017-11-26,Nets,,Trevor Booker,right big toe inflammation (DTD)
20423,2017-11-26,Rockets,,Nene,strained right shoulder (DTD)
20424,2017-11-26,Suns,,Devin Booker,right big toe injury (DTD)
20425,2017-11-27,76ers,Ben Simmons,,returned to lineup
20426,2017-11-27,Hornets,,Kemba Walker,sore left shoulder (DTD)
20427,2017-11-27,Knicks,Kristaps Porzingis,,returned to lineup
20428,2017-11-27,Mavericks,,Nerlens Noel,thumb injury (DTD)
20429,2017-11-27,Nets,,DeMarre Carroll,illness (DTD)
20430,2017-11-27,Nuggets,,Paul Millsap,surgery on left wrist (out indefinitely)
20431,2017-11-27,Spurs,,Rudy Gay,sore right heel (DTD)
20432,2017-11-28,Clippers,,Blake Griffin,sprained MCL in left knee (out indefinitely)
20433,2017-11-28,Jazz,,Rodney Hood,sore left ankle (DTD)
20434,2017-11-28,Suns,Devin Booker,,returned to lineup
20435,2017-11-29,Grizzlies,,Chandler Parsons,sore right knee (DTD)
20436,2017-11-29,Hawks,,Dewayne Dedmon,stress reaction in left tibia (DTD)
20437,2017-11-29,Heat,,Hassan Whiteside,bone bruise in left knee (DTD)
20438,2017-11-29,Knicks,,Kristaps Porzingis,sore ankle (DTD)
20439,2017-11-29,Nets,DeMarre Carroll,,returned to lineup
20440,2017-11-29,Raptors,,Lucas Nogueira,strained right calf (DTD)
20441,2017-11-29,Rockets,,Zhou Qi,sore left calf (DTD)
